source_page,source_url,page_key,table_index,section,row_index,Sondeur | Sondeur | Sondeur | Sondeur,Date | Date | Date | Date,EXG | EXG | EXG | Unnamed: 2_level_3,NFP[a] | DVG | DVG | Unnamed: 3_level_3,NFP[a] | ECO | ECO | Unnamed: 4_level_3,NFP[a] | DVC | DVC | Unnamed: 5_level_3,NFP[a] | DVD | DVD | Unnamed: 6_level_3,DVG | LR[b] | LR[b] | Unnamed: 7_level_3,ECO | UPF (DLF-LP) | UPF (DLF-LP) | Unnamed: 8_level_3,DVC | REC | REC | Unnamed: 9_level_3,ENS | Autres | Autres | Unnamed: 10_level_3,ENS | Unnamed: 11_level_1 | Unnamed: 11_level_2 | Unnamed: 11_level_3,ENS | Unnamed: 12_level_1 | Unnamed: 12_level_2 | Unnamed: 12_level_3,ENS | Unnamed: 13_level_1 | Unnamed: 13_level_2 | Unnamed: 13_level_3,ENS | Unnamed: 14_level_1 | Unnamed: 14_level_2 | Unnamed: 14_level_3,DVD | Unnamed: 15_level_1 | Unnamed: 15_level_2 | Unnamed: 15_level_3,LR[b] | Unnamed: 16_level_1 | Unnamed: 16_level_2 | Unnamed: 16_level_3,RN et alliés | Unnamed: 17_level_1 | Unnamed: 17_level_2 | Unnamed: 17_level_3,RN et alliés | Unnamed: 18_level_1 | Unnamed: 18_level_2 | Unnamed: 18_level_3,UPF (DLF-LP) | Unnamed: 19_level_1 | Unnamed: 19_level_2 | Unnamed: 19_level_3,REC | Unnamed: 20_level_1 | Unnamed: 20_level_2 | Unnamed: 20_level_3,Autres | Unnamed: 21_level_1 | Unnamed: 21_level_2 | Unnamed: 21_level_3,row_links_json,Sondeur | Sondeur | Sondeur,Date | Date | Date,Échantillon | Échantillon | Échantillon,LO | Charlon | Unnamed: 3_level_2,REV (NFP) | Mortreux | Unnamed: 4_level_2,REN (Ensemble) | Darmanin | Unnamed: 5_level_2,RES | Brazon | Unnamed: 6_level_2,LR | Garcia | Unnamed: 7_level_2,RN | Verbrugghe | Unnamed: 8_level_2,REC | Viguie-Desplaces | Unnamed: 9_level_2,REV (NFP) | Mortreux | Unnamed: 3_level_2,REN (Ensemble) | Darmanin | Unnamed: 4_level_2,RN | Verbrugghe | Unnamed: 5_level_2,LO | Gasc | Unnamed: 3_level_2,LFI (NFP) | Czapla | Unnamed: 4_level_2,DVG | Cahuzac | Unnamed: 5_level_2,LR | Lepers | Unnamed: 6_level_2,RN | Cousin | Unnamed: 7_level_2,LFI (NFP) | Czapla | Unnamed: 3_level_2,DVG | Cahuzac | Unnamed: 4_level_2,RN | Cousin | Unnamed: 5_level_2,LO | Langouet | Unnamed: 3_level_2,LFI (NFP) | Salerno | Unnamed: 4_level_2,HOR (Ensemble) | Monetti | Unnamed: 5_level_2,EAC | Ben Moulay | Unnamed: 6_level_2,LR | Vanier-Guérin | Unnamed: 7_level_2,RAD (RN) | Ciotti | Unnamed: 8_level_2,DIV | Bovis | Unnamed: 9_level_2,DIV | Wahid Spach | Unnamed: 10_level_2,LFI (NFP) | Salerno | Unnamed: 3_level_2,HOR (Ensemble) | Monetti | Unnamed: 4_level_2,RAD (RN) | Ciotti | Unnamed: 5_level_2,LO | Jochaud | Unnamed: 3_level_2,NPA-R | Caudron | Unnamed: 4_level_2,PRCF | Duterte | Unnamed: 5_level_2,LFI (NFP) | Ali Ben Ali | Unnamed: 6_level_2,LFI diss. | Corbière | Unnamed: 7_level_2,AC | Verhaeghe | Unnamed: 8_level_2,HOR (Ensemble) | Breteau | Unnamed: 9_level_2,DVD | Toche | Unnamed: 10_level_2,RN | Trova | Unnamed: 11_level_2,DIV | Atlani | Unnamed: 12_level_2,LFI (NFP) | Ali Ben Ali | Unnamed: 3_level_2,LFI diss. | Corbière | Unnamed: 4_level_2,REN (Ensemble) | Borne | Unnamed: 3_level_2,RN | Calbrix | Unnamed: 4_level_2,Sondeur | Sondeur,Date | Date,Panel | Panel,NFP | Ne sait pas,RN | Unnamed: 4_level_1,Ne sait pas | Unnamed: 5_level_1,ENS | Ne sait pas,NFP[a] (LFI-PCF-EELV-PS) | Unnamed: 3_level_1,DVG | Unnamed: 4_level_1,ENS (RE-MoDem-HOR-PRV-UDI) | Unnamed: 5_level_1,DVD | Unnamed: 6_level_1,LR[b] | Unnamed: 7_level_1,RN et alliés | Unnamed: 8_level_1,UPF (DLF-LP) | Unnamed: 9_level_1,Autres | Unnamed: 10_level_1,Alliance,Parti ou groupe,Parti ou groupe.1,Sièges projetés,v · m Sondages préélectoraux en France,v · m Sondages préélectoraux en France.1,0,1
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,0,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,1,LFI,PCF,EELV,PS,RE,MoDem,HOR,PRV,UDI,LR (Ciotti)[c],RN,,,,,,,,,,,,"[{""label"": ""LFI"", ""url"": ""https://fr.wikipedia.org/wiki/La_France_insoumise""}, {""label"": ""PCF"", ""url"": ""https://fr.wikipedia.org/wiki/Parti_communiste_fran%C3%A7ais""}, {""label"": ""EELV"", ""url"": ""https://fr.wikipedia.org/wiki/Les_%C3%89cologistes""}, {""label"": ""PS"", ""url"": ""https://fr.wikipedia.org/wiki/Parti_socialiste_(France)""}, {""label"": ""RE"", ""url"": ""https://fr.wikipedia.org/wiki/Renaissance_(parti)""}, {""label"": ""MoDem"", ""url"": ""https://fr.wikipedia.org/wiki/Mouvement_d%C3%A9mocrate_(France)""}, {""label"": ""HOR"", ""url"": ""https://fr.wikipedia.org/wiki/Horizons""}, {""label"": ""PRV"", ""url"": ""https://fr.wikipedia.org/wiki/Parti_radical_(France)""}, {""label"": ""UDI"", ""url"": ""https://fr.wikipedia.org/wiki/Union_des_d%C3%A9mocrates_et_ind%C3%A9pendants""}, {""label"": ""LR"", ""url"": ""https://fr.wikipedia.org/wiki/Les_R%C3%A9publicains""}, {""label"": ""Ciotti"", ""url"": ""https://fr.wikipedia.org/wiki/Union_des_droites_pour_la_R%C3%A9publique""}, {""label"": ""RN"", ""url"": ""https://fr.wikipedia.org/wiki/Rassemblement_national""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,2,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,3,Résultats,30 juin 2024,"1,14 %","28,06 %","28,06 %","28,06 %","28,06 %","1,53 %","0,57 %","1,22 %","20,04 %","20,04 %","20,04 %","20,04 %","20,04 %","3,60 %","6,57 %","3,96 %","29,26 %",—,"0,75 %","3,3 %","[{""label"": ""Résultats"", ""url"": ""https://www.resultats-elections.interieur.gouv.fr/legislatives2024/""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,4,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,Arrêt de publication des sondages pour le premier tour (29 juin 2024).,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,5,Ipsos,27-28 juin 2024,1%,29 %,29 %,29 %,29 %,1%,—,"1,5%",20 %,20 %,20 %,20 %,—[d],8 %,8 %,4 %,32 %,—,1 %,"2,5 %[e]","[{""label"": ""Ipsos"", ""url"": ""https://www.ipsos.com/sites/default/files/ipsos-le-monde-legislatives-premier-tour-intentions-de-vote-28-juin-2024.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,6,Harris Interactive,27-28 juin 2024,"0,5 %",28 %,28 %,28 %,28 %,1 %,—,1 %,20 %,20 %,20 %,20 %,20 %,2 %,6 %,3 %,34 %,—,2 %,"2,5 %[e]","[{""label"": ""Harris Interactive"", ""url"": ""https://harris-interactive.fr/wp-content/uploads/sites/6/2024/06/KYJUGTRUJH5H.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,7,Ifop,25-28 juin 2024,1 %,29 %,29 %,29 %,29 %,1 %,—,"0,5 %","20,5 %","20,5 %","20,5 %","20,5 %","20,5 %",7 %,7 %,"36,5 %","36,5 %",—,"1,5 %",3 %,"[{""label"": ""Ifop"", ""url"": ""https://www.ifop.com/wp-content/uploads/2024/06/ROL24_20240628.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,8,Odoxa,26-27 juin 2024,1 %,"27,5 %","27,5 %","27,5 %","27,5 %","1,5 %",1 %,—,21 %,21 %,21 %,21 %,21 %,2 %,7 %,35 %,35 %,—,"1,5 %","2,5 %","[{""label"": ""Odoxa"", ""url"": ""https://www.odoxa.fr/sondage/participation-massive-record-de-triangulaires-et-rn-a-portee-de-majorite-absolue/""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,9,Opinion Way,26-27 juin 2024,1 %,28 %,28 %,28 %,28 %,1 %,<1 %,—,20 %,20 %,20 %,20 %,20 %,2 %,6 %,37 %,37 %,—,1 %,4 %,"[{""label"": ""Opinion Way"", ""url"": ""https://www.opinion-way.com/fr/component/edocman/opinionway-et-vae-solis-pour-les-echos-et-radio-classique-legitrack-vague-3-27-juin-2024/viewdocument/3434.html?Itemid=0""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,10,Elabe,26-27 juin 2024,1 %,"27,5 %","27,5 %","27,5 %","27,5 %",2 %,—,"0,5 %",20 %,20 %,20 %,20 %,—[f],9 %,9 %,36 %,36 %,—,"1,5 %","2,5 %[g]","[{""label"": ""Elabe"", ""url"": ""https://elabe.fr/wp-content/uploads/2024/06/28062024_elabe_bfmtv_la-tribune-dimanche_les-francais-et-les-elections-legislatives.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,11,Cluster17,25-27 juin 2024,"1,5 %","29,5 %","29,5 %","29,5 %","29,5 %",1 %,—,1 %,20 %,20 %,20 %,20 %,20 %,"1,5 %","7,5 %",4 %,31 %,—,"1,5 %","1,5 %","[{""label"": ""Cluster17"", ""url"": ""https://cluster17.com/wp-content/uploads/2024/06/Notice-Publique-LEG-280624-C17-Le-Point.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,12,Ifop,24-27 juin 2024,"0,5 %",29 %,29 %,29 %,29 %,1 %,—,1 %,21 %,21 %,21 %,21 %,21 %,"6,5 %","6,5 %",36 %,36 %,—,"1,5 %","3,5 %","[{""label"": ""Ifop"", ""url"": ""https://www.ifop.com/wp-content/uploads/2024/06/ROL24_20240627.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,13,Opinion Way,25-26 juin 2024,1 %,28 %,28 %,28 %,28 %,1 %,1 %,—,20 %,20 %,20 %,20 %,20 %,2 %,7 %,36 %,36 %,—,2 %,2 %,"[{""label"": ""Opinion Way"", ""url"": ""https://www.opinion-way.com/fr/component/edocman/opinionway-pour-cnews-europe-1-le-jdd-barometre-legislatives-2024-28-juin-2024/viewdocument/3435.html?Itemid=0""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,14,Harris Interactive,25-26 juin 2024,"0,5 %",27 %,27 %,27 %,27 %,1 %,—,"0,5 %",21 %,21 %,21 %,21 %,21 %,2 %,6 %,3 %,34 %,—,2 %,3 %[e],"[{""label"": ""Harris Interactive"", ""url"": ""https://harris-interactive.fr/wp-content/uploads/sites/6/2024/06/NBVCGVHBGNBJHN.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,15,Cluster17,22-24 juin 2024,"1,5 %",30 %,30 %,30 %,30 %,"1,5 %",—,1 %,"19,5 %","19,5 %","19,5 %","19,5 %","19,5 %","1,5 %","7,5 %",4 %,"30,5 %",—,"1,5 %","1,5 %","[{""label"": ""Cluster17"", ""url"": ""https://cluster17.com/wp-content/uploads/2024/06/Sondage-Le-Point-Cluster-17-3.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,16,Ipsos,21-24 juin 2024,1 %,29 %,29 %,29 %,29 %,1 %,—,"1,5 %","19,5 %","19,5 %","19,5 %","19,5 %",—[d],8 %,8 %,4 %,32 %,—,"1,5 %","2,5 %[e]","[{""label"": ""Ipsos"", ""url"": ""https://www.ipsos.com/sites/default/files/ct/news/documents/2024-06/ipsos-enquete-electorale-francaise-2024-vague-6-rapport-complet-WEB.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,17,Harris Interactive,21-24 juin 2024,1 %,27 %,27 %,27 %,27 %,1 %,—,1 %,20 %,20 %,20 %,20 %,20 %,2 %,7 %,4 %,33 %,—,2 %,2 %[e],"[{""label"": ""Harris Interactive"", ""url"": ""https://harris-interactive.fr/wp-content/uploads/sites/6/2024/06/UHDI1873NDHQQO183.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,18,Ifop,20-24 juin 2024,1 %,"29,5 %","29,5 %","29,5 %","29,5 %",1 %,—,1 %,"20,5 %","20,5 %","20,5 %","20,5 %","20,5 %",7 %,7 %,36 %,36 %,—,1 %,3 %,"[{""label"": ""Ifop"", ""url"": ""https://www.ifop.com/wp-content/uploads/2024/06/ROL24_20240624.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,19,Elabe,19-21 juin 2024,1 %,27 %,27 %,27 %,27 %,2 %,—,"0,5 %",20 %,20 %,20 %,20 %,—[f],10 %,10 %,36 %,36 %,—,"1,5 %",2 %,"[{""label"": ""Elabe"", ""url"": ""https://elabe.fr/wp-content/uploads/2024/06/22062024_elabe_bfmtv_la-tribune-dimanche_les-francais-et-les-elections-legislatives.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,20,Ipsos,19-20 juin 2024,"1,5 %","29,5 %","29,5 %","29,5 %","29,5 %",1 %,—,1 %,"19,5 %","19,5 %","19,5 %","19,5 %","19,5 %","1,5 %",7 %,4 %,"31,5 %",—,2 %,"1,5 %","[{""label"": ""Ipsos"", ""url"": ""https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1835""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,21,Opinion Way,19-20 juin 2024,1 %,28 %,28 %,28 %,28 %,1 %,<1 %,—,22 %,22 %,22 %,22 %,22 %,3 %,6 %,35 %,35 %,—,1 %,3 %,"[{""label"": ""Opinion Way"", ""url"": ""https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1829""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,22,Odoxa,19-20 juin 2024,2 %,28 %,28 %,28 %,28 %,3 %,"1,5 %",—,19 %,19 %,19 %,19 %,19 %,1 %,7 %,33 %,33 %,—,"3,5 %",2 %,"[{""label"": ""Odoxa"", ""url"": ""https://www.odoxa.fr/sondage/13142-2/""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,23,Harris Interactive,19-20 juin 2024,1 %,26 %,26 %,26 %,26 %,1 %,—,1 %,21 %,21 %,21 %,21 %,21 %,2 %,6 %,2 %,33 %,—,3 %,4 %[e],"[{""label"": ""Harris Interactive"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2024/juin/9857-harris-interactive-challenges-vague-2-20-juin.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,24,Opinion Way,18-20 juin 2024,<1 %,27 %,27 %,27 %,27 %,2 %,1 %,—,20 %,20 %,20 %,20 %,—[f],2 %,7 %,35 %,35 %,—,2 %,4 %,"[{""label"": ""Opinion Way"", ""url"": ""https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1829""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,25,Ifop,18-20 juin 2024,1 %,29 %,29 %,29 %,29 %,1 %,—,1 %,22 %,22 %,22 %,22 %,22 %,6 %,6 %,34 %,34 %,—,2 %,4 %,"[{""label"": ""Ifop"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2024/juin/9856-leg-ifop-le-figaro-lfi-sud-radio-le-20-juin.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,26,Cluster17,17-19 juin 2024,1 %,30 %,30 %,30 %,30 %,3 %,—,—,19 %,19 %,19 %,19 %,19 %,"2,5 %",7 %,32 %,32 %,—,"2,5 %",3 %,"[{""label"": ""Cluster17"", ""url"": ""http://www.commission-des-sondages.fr/notices/files/notices/2024/juin/9862-leg-cluster-17-le-point-21-juin.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,27,Ifop,14-17 juin 2024,"1,5 %",28 %,28 %,28 %,28 %,3 %,—,—,18 %,18 %,18 %,18 %,18 %,2 %,5 %,4 %,33 %,"0,5 %",3 %,2 %,"[{""label"": ""Ifop"", ""url"": ""https://www.ifop.com/wp-content/uploads/2024/06/120918-Rapport.pdf""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,0,Sondages nationaux,28,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,Début de la campagne électorale officielle en vue du premier tour (17 juin 2024).,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
