source_page,source_url,page_key,table_index,section,row_index,Sondeur | Sondeur | Sondeur | Sondeur,Date | Date | Date | Date,EXG | EXG | EXG | Unnamed: 2_level_3,NFP[a] | DVG | DVG | Unnamed: 3_level_3,NFP[a] | ECO | ECO | Unnamed: 4_level_3,NFP[a] | DVC | DVC | Unnamed: 5_level_3,NFP[a] | DVD | DVD | Unnamed: 6_level_3,DVG | LR[b] | LR[b] | Unnamed: 7_level_3,ECO | UPF (DLF-LP) | UPF (DLF-LP) | Unnamed: 8_level_3,DVC | REC | REC | Unnamed: 9_level_3,ENS | Autres | Autres | Unnamed: 10_level_3,ENS | Unnamed: 11_level_1 | Unnamed: 11_level_2 | Unnamed: 11_level_3,ENS | Unnamed: 12_level_1 | Unnamed: 12_level_2 | Unnamed: 12_level_3,ENS | Unnamed: 13_level_1 | Unnamed: 13_level_2 | Unnamed: 13_level_3,ENS | Unnamed: 14_level_1 | Unnamed: 14_level_2 | Unnamed: 14_level_3,DVD | Unnamed: 15_level_1 | Unnamed: 15_level_2 | Unnamed: 15_level_3,LR[b] | Unnamed: 16_level_1 | Unnamed: 16_level_2 | Unnamed: 16_level_3,RN et alliés | Unnamed: 17_level_1 | Unnamed: 17_level_2 | Unnamed: 17_level_3,RN et alliés | Unnamed: 18_level_1 | Unnamed: 18_level_2 | Unnamed: 18_level_3,UPF (DLF-LP) | Unnamed: 19_level_1 | Unnamed: 19_level_2 | Unnamed: 19_level_3,REC | Unnamed: 20_level_1 | Unnamed: 20_level_2 | Unnamed: 20_level_3,Autres | Unnamed: 21_level_1 | Unnamed: 21_level_2 | Unnamed: 21_level_3,row_links_json,Sondeur | Sondeur | Sondeur,Date | Date | Date,Échantillon | Échantillon | Échantillon,LO | Charlon | Unnamed: 3_level_2,REV (NFP) | Mortreux | Unnamed: 4_level_2,REN (Ensemble) | Darmanin | Unnamed: 5_level_2,RES | Brazon | Unnamed: 6_level_2,LR | Garcia | Unnamed: 7_level_2,RN | Verbrugghe | Unnamed: 8_level_2,REC | Viguie-Desplaces | Unnamed: 9_level_2,REV (NFP) | Mortreux | Unnamed: 3_level_2,REN (Ensemble) | Darmanin | Unnamed: 4_level_2,RN | Verbrugghe | Unnamed: 5_level_2,LO | Gasc | Unnamed: 3_level_2,LFI (NFP) | Czapla | Unnamed: 4_level_2,DVG | Cahuzac | Unnamed: 5_level_2,LR | Lepers | Unnamed: 6_level_2,RN | Cousin | Unnamed: 7_level_2,LFI (NFP) | Czapla | Unnamed: 3_level_2,DVG | Cahuzac | Unnamed: 4_level_2,RN | Cousin | Unnamed: 5_level_2,LO | Langouet | Unnamed: 3_level_2,LFI (NFP) | Salerno | Unnamed: 4_level_2,HOR (Ensemble) | Monetti | Unnamed: 5_level_2,EAC | Ben Moulay | Unnamed: 6_level_2,LR | Vanier-Guérin | Unnamed: 7_level_2,RAD (RN) | Ciotti | Unnamed: 8_level_2,DIV | Bovis | Unnamed: 9_level_2,DIV | Wahid Spach | Unnamed: 10_level_2,LFI (NFP) | Salerno | Unnamed: 3_level_2,HOR (Ensemble) | Monetti | Unnamed: 4_level_2,RAD (RN) | Ciotti | Unnamed: 5_level_2,LO | Jochaud | Unnamed: 3_level_2,NPA-R | Caudron | Unnamed: 4_level_2,PRCF | Duterte | Unnamed: 5_level_2,LFI (NFP) | Ali Ben Ali | Unnamed: 6_level_2,LFI diss. | Corbière | Unnamed: 7_level_2,AC | Verhaeghe | Unnamed: 8_level_2,HOR (Ensemble) | Breteau | Unnamed: 9_level_2,DVD | Toche | Unnamed: 10_level_2,RN | Trova | Unnamed: 11_level_2,DIV | Atlani | Unnamed: 12_level_2,LFI (NFP) | Ali Ben Ali | Unnamed: 3_level_2,LFI diss. | Corbière | Unnamed: 4_level_2,REN (Ensemble) | Borne | Unnamed: 3_level_2,RN | Calbrix | Unnamed: 4_level_2,Sondeur | Sondeur,Date | Date,Panel | Panel,NFP | Ne sait pas,RN | Unnamed: 4_level_1,Ne sait pas | Unnamed: 5_level_1,ENS | Ne sait pas,NFP[a] (LFI-PCF-EELV-PS) | Unnamed: 3_level_1,DVG | Unnamed: 4_level_1,ENS (RE-MoDem-HOR-PRV-UDI) | Unnamed: 5_level_1,DVD | Unnamed: 6_level_1,LR[b] | Unnamed: 7_level_1,RN et alliés | Unnamed: 8_level_1,UPF (DLF-LP) | Unnamed: 9_level_1,Autres | Unnamed: 10_level_1,Alliance,Parti ou groupe,Parti ou groupe.1,Sièges projetés,v · m Sondages préélectoraux en France,v · m Sondages préélectoraux en France.1,0,1
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,12,Projections en sièges,38,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Résultats de 2022[37],12 juin 2022,22 745 492,,,,,131 23 %,22 4 %,249 43 %,74 13 %,74 13 %,89 15 %,1 <1 %,11 2 %,,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,0,,,,,,,,,,,,,,,,,,,,,,,"[{""label"": ""La France insoumise"", ""url"": ""https://fr.wikipedia.org/wiki/La_France_insoumise""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nouveau Front populaire,,La France insoumise,58 à 68,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,1,,,,,,,,,,,,,,,,,,,,,,,"[{""label"": ""Parti communiste français"", ""url"": ""https://fr.wikipedia.org/wiki/Parti_communiste_fran%C3%A7ais""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nouveau Front populaire,,Parti communiste français,7 à 9,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,2,,,,,,,,,,,,,,,,,,,,,,,"[{""label"": ""Les Écologistes"", ""url"": ""https://fr.wikipedia.org/wiki/Les_%C3%89cologistes""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nouveau Front populaire,,Les Écologistes,29 à 37,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,3,,,,,,,,,,,,,,,,,,,,,,,"[{""label"": ""Parti socialiste"", ""url"": ""https://fr.wikipedia.org/wiki/Parti_socialiste_(France)""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nouveau Front populaire,,Parti socialiste,51 à 61,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,4,,,,,,,,,,,,,,,,,,,,,,,"[{""label"": ""Mouvement démocrate"", ""url"": ""https://fr.wikipedia.org/wiki/Mouvement_d%C3%A9mocrate_(France)""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ensemble,,Mouvement démocrate,23 à 31,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,5,,,,,,,,,,,,,,,,,,,,,,,"[{""label"": ""Renaissance"", ""url"": ""https://fr.wikipedia.org/wiki/Renaissance_(parti)""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ensemble,,Renaissance,78 à 94,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,6,,,,,,,,,,,,,,,,,,,,,,,"[{""label"": ""Horizons"", ""url"": ""https://fr.wikipedia.org/wiki/Horizons""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ensemble,,Horizons,17 à 23,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,7,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Droite,,,,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,8,,,,,,,,,,,,,,,,,,,,,,,"[{""label"": ""Divers centre"", ""url"": ""https://fr.wikipedia.org/wiki/Divers_centre""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Droite,,Divers centre,6 à 8,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,9,,,,,,,,,,,,,,,,,,,,,,,"[{""label"": ""Union des démocrates et indépendants"", ""url"": ""https://fr.wikipedia.org/wiki/Union_des_d%C3%A9mocrates_et_ind%C3%A9pendants""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Droite,,Union des démocrates et indépendants,6 à 8,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,10,,,,,,,,,,,,,,,,,,,,,,,"[{""label"": ""Les Républicains"", ""url"": ""https://fr.wikipedia.org/wiki/Les_R%C3%A9publicains""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Droite,,Les Républicains,57 à 67,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,11,,,,,,,,,,,,,,,,,,,,,,,"[{""label"": ""Républicains à droite"", ""url"": ""https://fr.wikipedia.org/wiki/Union_des_droites_pour_la_R%C3%A9publique""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RN et alliés,,Républicains à droite (RAD),18 à 24,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,12,,,,,,,,,,,,,,,,,,,,,,,"[{""label"": ""Rassemblement national"", ""url"": ""https://fr.wikipedia.org/wiki/Rassemblement_national""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RN et alliés,,Rassemblement national,157 à 181,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,13,Répartition des sièges par parti au sein des alliances,13,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Divers,,Divers,8 à 12,,,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Élections présidentielles,1965 1969 1974 1981 1988 1995 2002 2007 2012 2017 2022 2027,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965 1969 1974 1981 1988 1995 2002 2007 2012 2017 2022 2027,1965 1969 1974 1981 1988 1995 2002 2007 2012 2017 2022 2027,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Élections législatives,1986 1988 1993 1997 2002 2007 2012 2017 2022 2024 Prochaines,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,14,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Élections européennes,1989 1994 1999 2004 2009 2014 2019 2024,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,14,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Élections locales,Régionales 1986 1992 1998 2004 2010 2015 2021 Départementales 2015 Municipales 2014 2020,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,14,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Régionales,1986 1992 1998 2004 2010 2015 2021,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,14,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementales,2015,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,14,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipales,2014 2020,,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,14,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Référendums,Constitution européenne (2005),,
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965 1969 1974 1981 1988 1995 2002 2007 2012 2017 2022 2027,1965 1969 1974 1981 1988 1995 2002 2007 2012 2017 2022 2027
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Régionales,1986 1992 1998 2004 2010 2015 2021
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,16,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Départementales,2015
Liste de sondages sur les élections législatives françaises de 2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,legislatives_2024,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipales,2014 2020
