source_page,source_url,page_key,table_index,section,row_index,Sondeur | Sondeur | Sondeur,Date | Date | Date,Échantillon | Échantillon | Échantillon,Unnamed: 3_level_0 | Arthaud (LO) | Unnamed: 3_level_2,Unnamed: 4_level_0 | Mélenchon (LFI) | Unnamed: 4_level_2,Unnamed: 5_level_0 | Roussel (PCF) | Unnamed: 5_level_2,Unnamed: 6_level_0 | Tondelier[b] (LE) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Glucksmann[b] (PP)[b] | Unnamed: 7_level_2,Unnamed: 8_level_0 | Attal[b] (RE) | Unnamed: 8_level_2,Unnamed: 9_level_0 | Philippe (HOR) | Unnamed: 9_level_2,Unnamed: 10_level_0 | Villepin (LFH) | Unnamed: 10_level_2,Unnamed: 11_level_0 | Retailleau (LR) | Unnamed: 11_level_2,Unnamed: 12_level_0 | Dupont-Aignan (DLF) | Unnamed: 12_level_2,Unnamed: 13_level_0 | Candidat RN | Unnamed: 13_level_2,Unnamed: 14_level_0 | Zemmour[b] (REC) | Unnamed: 14_level_2,Autre | Autre | Unnamed: 15_level_2,row_links_json,Unnamed: 4_level_0 | Poutou[d] (NPA-A) | Unnamed: 4_level_2,Unnamed: 5_level_0 | Mélenchon (LFI) | Unnamed: 5_level_2,Unnamed: 6_level_0 | Roussel (PCF) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Tondelier (LE) | Unnamed: 7_level_2,Unnamed: 8_level_0 | Candidat PS / PP | Unnamed: 8_level_2,Unnamed: 9_level_0 | Candidat EPR | Unnamed: 9_level_2,Unnamed: 10_level_0 | Candidat EPR | Unnamed: 10_level_2,Unnamed: 11_level_0 | Villepin (LFH) | Unnamed: 11_level_2,Unnamed: 12_level_0 | Candidat LR | Unnamed: 12_level_2,Unnamed: 13_level_0 | Dupont-Aignan (DLF) | Unnamed: 13_level_2,Unnamed: 14_level_0 | Candidat RN | Unnamed: 14_level_2,Unnamed: 15_level_0 | Zemmour[b] (REC) | Unnamed: 15_level_2,Autres | Autres | Unnamed: 16_level_2,Unnamed: 17_level_0 | Unnamed: 17_level_1 | Unnamed: 17_level_2,Unnamed: 6_level_0 | Mélenchon[b] (LFI) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Faure[b] (PS) | Unnamed: 7_level_2,Unnamed: 8_level_0 | Tondelier[b] (LE) | Unnamed: 8_level_2,Unnamed: 9_level_0 | Candidat ENS | Unnamed: 9_level_2,Unnamed: 10_level_0 | Candidat ENS | Unnamed: 10_level_2,Unnamed: 11_level_0 | Wauquiez[b] (LR) | Unnamed: 11_level_2,Unnamed: 12_level_0 | Lassalle (RES) | Unnamed: 12_level_2,Unnamed: 14_level_0 | Le Pen[b] (RN) | Unnamed: 14_level_2,Unnamed: 15_level_0 | Zemmour (REC) | Unnamed: 15_level_2,Unnamed: 7_level_0 | Candidat PS/DVG | Unnamed: 7_level_2,Unnamed: 8_level_0 | Candidat EELV | Unnamed: 8_level_2,Unnamed: 10_level_0 | Wauquiez (LR) | Unnamed: 10_level_2,Unnamed: 11_level_0 | Lassalle (RES) | Unnamed: 11_level_2,Unnamed: 13_level_0 | Le Pen[b] (RN) | Unnamed: 13_level_2,Unnamed: 14_level_0 | Zemmour (REC) | Unnamed: 14_level_2,Dates | Dates | Dates,Unnamed: 4_level_0 | Poutou (NPA-A) | Unnamed: 4_level_2,Unnamed: 6_level_0 | Mélenchon (LFI) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Hidalgo (PS) | Unnamed: 7_level_2,Unnamed: 8_level_0 | Jadot (EELV) | Unnamed: 8_level_2,Unnamed: 9_level_0 | Macron (REN) | Unnamed: 9_level_2,Unnamed: 10_level_0 | Pécresse (LR) | Unnamed: 10_level_2,Unnamed: 13_level_0 | Le Pen (RN) | Unnamed: 13_level_2,Unnamed: 3_level_0 | Attal (RE) | Unnamed: 3_level_2,Unnamed: 4_level_0 | Bardella (RN) | Unnamed: 4_level_2,Unnamed: 3_level_0 | Mélenchon (LFI) | Unnamed: 3_level_2,Unnamed: 3_level_0 | Philippe (HOR) | Unnamed: 3_level_2,Unnamed: 3_level_0 | Glucksmann (PP) | Unnamed: 3_level_2,Unnamed: 3_level_0 | Retailleau (LR) | Unnamed: 3_level_2,Unnamed: 4_level_0 | Le Pen (RN) | Unnamed: 4_level_2,Unnamed: 3_level_0 | Ruffin (D!) | Unnamed: 3_level_2,v · m Sondages préélectoraux en France,v · m Sondages préélectoraux en France.1,0,1
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,62,Ifop,21-26 mars,1 119,1,,,,,,,,,,,,,"[{""label"": ""Ifop"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2025/mars/9912-pres-ifop-jdd-30-mars-notice-pour-publication.pdf""}, {""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",1,13,2,3,11 Glucksmann,20 Philippe,20 Philippe,—,5 Wauquiez,3,35 Le Pen,6,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,63,Ifop,21-26 mars,1 119,1,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Wauquiez"", ""url"": ""https://fr.wikipedia.org/wiki/Laurent_Wauquiez""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",1,12,4,3,4 Faure,25 Philippe,25 Philippe,—,5 Wauquiez,4,36 Le Pen,5,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,64,Ifop,21-26 mars,1 119,1,,,,,,,,,,,,,"[{""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Wauquiez"", ""url"": ""https://fr.wikipedia.org/wiki/Laurent_Wauquiez""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",1,13,4,3,5 Faure,20 Attal,20 Attal,—,8 Wauquiez,3,37 Le Pen,5,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,0,,,,,,,,,,,,,,,,,"[{""label"": ""Arthaud"", ""url"": ""https://fr.wikipedia.org/wiki/Nathalie_Arthaud""}, {""label"": ""LO"", ""url"": ""https://fr.wikipedia.org/wiki/Lutte_ouvri%C3%A8re""}, {""label"": ""Poutou"", ""url"": ""https://fr.wikipedia.org/wiki/Philippe_Poutou""}, {""label"": ""NPA-A"", ""url"": ""https://fr.wikipedia.org/wiki/Nouveau_Parti_anticapitaliste""}, {""label"": ""Roussel"", ""url"": ""https://fr.wikipedia.org/wiki/Fabien_Roussel""}, {""label"": ""PCF"", ""url"": ""https://fr.wikipedia.org/wiki/Parti_communiste_fran%C3%A7ais""}, {""label"": ""Mélenchon"", ""url"": ""https://fr.wikipedia.org/wiki/Jean-Luc_M%C3%A9lenchon""}, {""label"": ""LFI"", ""url"": ""https://fr.wikipedia.org/wiki/La_France_insoumise""}, {""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""PS"", ""url"": ""https://fr.wikipedia.org/wiki/Parti_socialiste_(France)""}, {""label"": ""Tondelier"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Tondelier""}, {""label"": ""LE"", ""url"": ""https://fr.wikipedia.org/wiki/Les_%C3%89cologistes""}, {""label"": ""ENS"", ""url"": ""https://fr.wikipedia.org/wiki/Ensemble_pour_la_R%C3%A9publique_(France)""}, {""label"": ""Wauquiez"", ""url"": ""https://fr.wikipedia.org/wiki/Laurent_Wauquiez""}, {""label"": ""LR"", ""url"": ""https://fr.wikipedia.org/wiki/Les_R%C3%A9publicains""}, {""label"": ""Lassalle"", ""url"": ""https://fr.wikipedia.org/wiki/Jean_Lassalle""}, {""label"": ""RES"", ""url"": ""https://fr.wikipedia.org/wiki/R%C3%A9sistons""}, {""label"": ""Dupont-Aignan"", ""url"": ""https://fr.wikipedia.org/wiki/Nicolas_Dupont-Aignan""}, {""label"": ""DLF"", ""url"": ""https://fr.wikipedia.org/wiki/Debout_la_France""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}, {""label"": ""RN"", ""url"": ""https://fr.wikipedia.org/wiki/Rassemblement_national""}, {""label"": ""Zemmour"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89ric_Zemmour""}, {""label"": ""REC"", ""url"": ""https://fr.wikipedia.org/wiki/Reconqu%C3%AAte_(parti_politique)""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,1,Ifop,6-9 décembre,1 101,1,,3,,,,,,,,,,,[],05,,,,,,,,,3,,,,,12,5,45,20 Attal,20 Attal,8,1,38,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,2,Ifop,6-9 décembre,1 101,05,,3,,,,,,,,,,,"[{""label"": ""Ifop"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2024/decembre/9894-pdt-ifop-le-figaro-le-11-dec.pdf""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}]",05,,,,,,,,,35,,,,,12,4,45,25 Philippe,25 Philippe,6,1,36,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,3,Ifop,6-9 décembre,1 101,1,,3,,,,,,,,,,,"[{""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",05,,,,,,,,,3,,,,,11,7 Hollande,4,24 Philippe,24 Philippe,6,15,35,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,4,Ifop,6-9 décembre,1 101,1,,3,,,,,,,,,,,"[{""label"": ""Hollande"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Hollande""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",05,,,,,,,,,35,,,,,12,4,5,26 Philippe,26 Philippe,65,15,34 Bardella,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,5,OpinionWay,11-12 septembre,1 009,<1,,4,,,,,,,,,,,"[{""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",<1,,,,,,,,,—,,,,,10,14 Glucksmann,1 Rousseau,26 Philippe,26 Philippe,5,—,35,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,6,OpinionWay,11-12 septembre,1 009,1,,—,,,,,,,,,,,"[{""label"": ""OpinionWay"", ""url"": ""https://www.challenges.fr/politique/presidentielle-2027-le-sondage-confidentiel-qui-a-de-quoi-inquieter-attal-et-melenchon_905503""}, {""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Rousseau"", ""url"": ""https://fr.wikipedia.org/wiki/Sandrine_Rousseau""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",2,,,,,,,,,—,,,,,15,—,—,31 Philippe,31 Philippe,7 Bertrand,—,40,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,7,OpinionWay,11-12 septembre,1 009,<1,,3,,,,,,,,,,,"[{""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Bertrand"", ""url"": ""https://fr.wikipedia.org/wiki/Xavier_Bertrand""}]",<1,,,,,,,,,—,,,,,10,12 Glucksmann,1 Rousseau,8 Attal,23 Philippe,5,—,34,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,8,OpinionWay,11-12 septembre,1 009,1,,—,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Rousseau"", ""url"": ""https://fr.wikipedia.org/wiki/Sandrine_Rousseau""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",2,,,,,,,,,—,,,,,14,—,—,10 Attal,25 Philippe,6,—,38,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,9,OpinionWay,11-12 septembre,1 009,<1,,4,,,,,,,,,,,"[{""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",<1,,,,,,,,,—,,,,,10,14 Glucksmann,1 Rousseau,28 Philippe,28 Philippe,4,—,35 Bardella,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,10,OpinionWay,11-12 septembre,1 009,<1,,4,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Rousseau"", ""url"": ""https://fr.wikipedia.org/wiki/Sandrine_Rousseau""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",<1,,,,,,,,,—,,,,,10,14 Glucksmann,1 Rousseau,27 Philippe,27 Philippe,4 Barnier,—,36,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,11,Ifop,6-9 septembre,1 204,1,,6,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Rousseau"", ""url"": ""https://fr.wikipedia.org/wiki/Sandrine_Rousseau""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Barnier"", ""url"": ""https://fr.wikipedia.org/wiki/Michel_Barnier""}]",1,,,,,,,,,2,,,,,10,7 Hollande,5,22 Attal,22 Attal,5,3,35,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,12,Ifop,6-9 septembre,1 204,1,,6,,,,,,,,,,,"[{""label"": ""Ifop"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2024/septembre/9889-pdt-ifop-le-figaro-magazine-du-13-09-24.pdf""}, {""label"": ""Hollande"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Hollande""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}]",1,,,,,,,,,2,,,,,10,4,6,24 Attal,24 Attal,5,3,35,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,13,Ifop,6-9 septembre,1 204,05,,5,,,,,,,,,,,"[{""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}]",1,,,,,,,,,2,,,,,95,8 Hollande,5,26 Philippe,26 Philippe,4,2,34,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,14,Ifop,6-9 septembre,1 204,1,,6,,,,,,,,,,,"[{""label"": ""Hollande"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Hollande""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",15,,,,,,,,,2,,,,,9,4,5,27 Philippe,27 Philippe,4,3,34,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,15,Harris-Interactive,7-8 juillet,2 496,1,,3,,,,,,,,,,,"[{""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",2,,,,,,,,,2,,,,,15,14 Glucksmann,3,20 Attal,20 Attal,5,—,31,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,16,Harris-Interactive,7-8 juillet,2 496,1,,3,,,,,,,,,,,"[{""label"": ""Harris-Interactive"", ""url"": ""https://harris-interactive.fr/wp-content/uploads/sites/6/2024/07/Rapport-Harris-IV-Presidentielle-2027-Challenges-Juillet-2024.pdf""}, {""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}]",1,,,,,,,,,2,,,,,15,14 Glucksmann,3,22 Philippe,22 Philippe,5,—,31,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,17,Harris-Interactive,7-8 juillet,2 496,1,,5,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",2,,,,,,,,,2,,,,,16,6,4,23 Attal,23 Attal,5,—,32,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,18,Harris-Interactive,7-8 juillet,2 496,1,,4,,,,,,,,,,,"[{""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}]",2,,,,,,,,,2,,,,,17,5,4,24 Philippe,24 Philippe,5,—,32,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,19,Ifop,16-18 avril,1 090,1,,4,,,,,,,,,,,"[{""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",2,,,,,,,,,2,,,,,14,4,3,20 Attal,20 Attal,7,2,35,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,20,Ifop,16-18 avril,1 090,15,,45,,,,,,,,,,,"[{""label"": ""Ifop"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2024/avril/9766-pdt-ifop-le-figaro-magazine-26-04.pdf""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}]",15,,,,,,,,,3,,,,,13,45,2,24 Philippe,24 Philippe,5,2,34,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,21,Ifop,16-18 avril,1 090,15,,5,,,,,,,,,,,"[{""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",15,,,,,,,,,3,,,,,16,45,25,14 Le Maire,14 Le Maire,8,2,35,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,22,Ifop,16-18 avril,1 090,2,,6,,,,,,,,,,,"[{""label"": ""Le Maire"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Le_Maire""}]",15,,,,,,,,,2,,,,,15,55,3,12 Darmanin,12 Darmanin,85,2,36,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,23,Ifop,16-18 avril,1 090,15,,5,,,,,,,,,,,"[{""label"": ""Darmanin"", ""url"": ""https://fr.wikipedia.org/wiki/G%C3%A9rald_Darmanin""}]",2,,,,,,,,,25,,,,,7 Ruffin,35,3,25 Philippe,25 Philippe,5,3,35,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,24,Ifop,16-18 avril,1 090,1,,55,,,,,,,,,,,"[{""label"": ""Ruffin"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Ruffin""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",2,,,,,,,,,2,,,,,12,8 Hollande,—,24 Philippe,24 Philippe,5,2,32,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,25,Ifop,16-18 avril,1 090,15,,5,,,,,,,,,,,"[{""label"": ""Hollande"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Hollande""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}]",1,,,,,,,,,2,,,,,13,4,25,24 Philippe,24 Philippe,6 Bertrand,2,33,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,2,Année 2024,26,Ifop,16-18 avril,1 090,1,,5,,,,,,,,,,,"[{""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Bertrand"", ""url"": ""https://fr.wikipedia.org/wiki/Xavier_Bertrand""}]",2,,,,,,,,,25,,,,,13,3,2,22 Attal,22 Attal,8,25,30 Bardella,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
