source_page,source_url,page_key,table_index,section,row_index,Sondeur | Sondeur | Sondeur,Date | Date | Date,Échantillon | Échantillon | Échantillon,Unnamed: 3_level_0 | Arthaud (LO) | Unnamed: 3_level_2,Unnamed: 4_level_0 | Mélenchon (LFI) | Unnamed: 4_level_2,Unnamed: 5_level_0 | Roussel (PCF) | Unnamed: 5_level_2,Unnamed: 6_level_0 | Tondelier[b] (LE) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Glucksmann[b] (PP)[b] | Unnamed: 7_level_2,Unnamed: 8_level_0 | Attal[b] (RE) | Unnamed: 8_level_2,Unnamed: 9_level_0 | Philippe (HOR) | Unnamed: 9_level_2,Unnamed: 10_level_0 | Villepin (LFH) | Unnamed: 10_level_2,Unnamed: 11_level_0 | Retailleau (LR) | Unnamed: 11_level_2,Unnamed: 12_level_0 | Dupont-Aignan (DLF) | Unnamed: 12_level_2,Unnamed: 13_level_0 | Candidat RN | Unnamed: 13_level_2,Unnamed: 14_level_0 | Zemmour[b] (REC) | Unnamed: 14_level_2,Autre | Autre | Unnamed: 15_level_2,row_links_json,Unnamed: 4_level_0 | Poutou[d] (NPA-A) | Unnamed: 4_level_2,Unnamed: 5_level_0 | Mélenchon (LFI) | Unnamed: 5_level_2,Unnamed: 6_level_0 | Roussel (PCF) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Tondelier (LE) | Unnamed: 7_level_2,Unnamed: 8_level_0 | Candidat PS / PP | Unnamed: 8_level_2,Unnamed: 9_level_0 | Candidat EPR | Unnamed: 9_level_2,Unnamed: 10_level_0 | Candidat EPR | Unnamed: 10_level_2,Unnamed: 11_level_0 | Villepin (LFH) | Unnamed: 11_level_2,Unnamed: 12_level_0 | Candidat LR | Unnamed: 12_level_2,Unnamed: 13_level_0 | Dupont-Aignan (DLF) | Unnamed: 13_level_2,Unnamed: 14_level_0 | Candidat RN | Unnamed: 14_level_2,Unnamed: 15_level_0 | Zemmour[b] (REC) | Unnamed: 15_level_2,Autres | Autres | Unnamed: 16_level_2,Unnamed: 17_level_0 | Unnamed: 17_level_1 | Unnamed: 17_level_2,Unnamed: 6_level_0 | Mélenchon[b] (LFI) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Faure[b] (PS) | Unnamed: 7_level_2,Unnamed: 8_level_0 | Tondelier[b] (LE) | Unnamed: 8_level_2,Unnamed: 9_level_0 | Candidat ENS | Unnamed: 9_level_2,Unnamed: 10_level_0 | Candidat ENS | Unnamed: 10_level_2,Unnamed: 11_level_0 | Wauquiez[b] (LR) | Unnamed: 11_level_2,Unnamed: 12_level_0 | Lassalle (RES) | Unnamed: 12_level_2,Unnamed: 14_level_0 | Le Pen[b] (RN) | Unnamed: 14_level_2,Unnamed: 15_level_0 | Zemmour (REC) | Unnamed: 15_level_2,Unnamed: 7_level_0 | Candidat PS/DVG | Unnamed: 7_level_2,Unnamed: 8_level_0 | Candidat EELV | Unnamed: 8_level_2,Unnamed: 10_level_0 | Wauquiez (LR) | Unnamed: 10_level_2,Unnamed: 11_level_0 | Lassalle (RES) | Unnamed: 11_level_2,Unnamed: 13_level_0 | Le Pen[b] (RN) | Unnamed: 13_level_2,Unnamed: 14_level_0 | Zemmour (REC) | Unnamed: 14_level_2,Dates | Dates | Dates,Unnamed: 4_level_0 | Poutou (NPA-A) | Unnamed: 4_level_2,Unnamed: 6_level_0 | Mélenchon (LFI) | Unnamed: 6_level_2,Unnamed: 7_level_0 | Hidalgo (PS) | Unnamed: 7_level_2,Unnamed: 8_level_0 | Jadot (EELV) | Unnamed: 8_level_2,Unnamed: 9_level_0 | Macron (REN) | Unnamed: 9_level_2,Unnamed: 10_level_0 | Pécresse (LR) | Unnamed: 10_level_2,Unnamed: 13_level_0 | Le Pen (RN) | Unnamed: 13_level_2,Unnamed: 3_level_0 | Attal (RE) | Unnamed: 3_level_2,Unnamed: 4_level_0 | Bardella (RN) | Unnamed: 4_level_2,Unnamed: 3_level_0 | Mélenchon (LFI) | Unnamed: 3_level_2,Unnamed: 3_level_0 | Philippe (HOR) | Unnamed: 3_level_2,Unnamed: 3_level_0 | Glucksmann (PP) | Unnamed: 3_level_2,Unnamed: 3_level_0 | Retailleau (LR) | Unnamed: 3_level_2,Unnamed: 4_level_0 | Le Pen (RN) | Unnamed: 4_level_2,Unnamed: 3_level_0 | Ruffin (D!) | Unnamed: 3_level_2,v · m Sondages préélectoraux en France,v · m Sondages préélectoraux en France.1,0,1
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,20,Cluster17,30 septembre - 1er octobre,1 531,1,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",—,15,3,—,15 Glucksmann,15 Philippe,15 Philippe,—,12 Retailleau,35,30 Bardella,55,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,21,Ifop,24-25 septembre,1 127,2,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",—,13,4,—,16 Glucksmann,3 Bayrou,3 Bayrou,6,13 Retailleau,3,35 Bardella,5,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,22,Ifop,24-25 septembre,1 127,1,,,,,,,,,,,,,"[{""label"": ""Ifop"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2025/septembre/9987-pres-ifop-lopinion-sud-radio-29-septembre.pdf""}, {""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Bayrou"", ""url"": ""https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Bayrou""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",—,13,4,—,16 Glucksmann,7 Darmanin,7 Darmanin,5,13 Retailleau,2,35 Bardella,4,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,23,Ifop,24-25 septembre,1 127,15,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Darmanin"", ""url"": ""https://fr.wikipedia.org/wiki/G%C3%A9rald_Darmanin""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",—,13,4,—,14 Glucksmann,10 Attal,10 Attal,4,12 Retailleau,25,34 Bardella,5,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,24,Ifop,24-25 septembre,1 127,1,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",—,13,5,—,7 Faure,19 Philippe,19 Philippe,45,10 Retailleau,2,34 Bardella,45,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,25,Ifop,24-25 septembre,1 127,1,,,,,,,,,,,,,"[{""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",—,12,35,—,15 Glucksmann,16 Philippe,16 Philippe,4,9 Retailleau,2,33 Bardella,45,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,26,Ifop,24-25 septembre,1 127,1,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",—,12,3,—,15 Glucksmann,16 Philippe,16 Philippe,5,9 Retailleau,2,33 Le Pen,4,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,27,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,28,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,,,,,,,,,,,,,"[{""label"": ""Sébastien Lecornu"", ""url"": ""https://fr.wikipedia.org/wiki/S%C3%A9bastien_Lecornu""}]",Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,29,"L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).",,,,,,,,,,,,,"[{""label"": ""gouvernement Bayrou"", ""url"": ""https://fr.wikipedia.org/wiki/Gouvernement_Bayrou""}, {""label"": ""non-confiance"", ""url"": ""https://fr.wikipedia.org/wiki/Vote_de_confiance""}, {""label"": ""Assemblée Nationale"", ""url"": ""https://fr.wikipedia.org/wiki/Assembl%C3%A9e_nationale_(France)""}]","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).","L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,30,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,,,,,,,,,,,,,"[{""label"": ""L'Après"", ""url"": ""https://fr.wikipedia.org/wiki/L%27Apr%C3%A8s""}, {""label"": ""Debout !"", ""url"": ""https://fr.wikipedia.org/wiki/Debout_!""}, {""label"": ""Les Écologistes"", ""url"": ""https://fr.wikipedia.org/wiki/Les_%C3%89cologistes""}, {""label"": ""Génération.s"", ""url"": ""https://fr.wikipedia.org/wiki/G%C3%A9n%C3%A9ration.s""}, {""label"": ""Parti socialiste"", ""url"": ""https://fr.wikipedia.org/wiki/Parti_socialiste_(France)""}]",Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,31,Ifop,19-20 mai,1 114,1,,,,,,,,,,,,,"[{""label"": ""Olivier Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""réélu"", ""url"": ""https://fr.wikipedia.org/wiki/Congr%C3%A8s_de_Nancy""}, {""label"": ""Parti socialiste"", ""url"": ""https://fr.wikipedia.org/wiki/Parti_socialiste_(France)""}]",—,13,35,45,"4,5 Faure",21 Philippe,21 Philippe,—,16 Retailleau,2,31 Bardella,35,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,32,Ifop,19-20 mai,1 114,1,,,,,,,,,,,,,"[{""label"": ""Ifop"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2025/mai/9944-pres-ifop-le-figaro-sud-radio-21-mai.pdf""}, {""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",—,135,3,5,"4,5 Faure",21 Philippe,21 Philippe,—,16 Retailleau,2,31 Le Pen,3,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,33,Harris,19 mai,1 217,1,,,,,,,,,,,,,"[{""label"": ""Faure"", ""url"": ""https://fr.wikipedia.org/wiki/Olivier_Faure_(homme_politique)""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",—,15,3,3,11 Glucksmann,15 Attal,15 Attal,—,16 Retailleau,—,31 Le Pen,5,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,34,Harris,19 mai,1 217,1,,,,,,,,,,,,,"[{""label"": ""Harris"", ""url"": ""https://www.commission-des-sondages.fr/notices/files/notices/2025/mai/9942-p-toluna-hi-lci-20-mai.pdf""}, {""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",—,14,3,3,11 Glucksmann,15 Attal,15 Attal,—,17 Retailleau,—,31 Bardella,5,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,35,Harris,19 mai,1 217,1,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Attal"", ""url"": ""https://fr.wikipedia.org/wiki/Gabriel_Attal""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",—,14,3,3,10 Glucksmann,21 Philippe,21 Philippe,—,12 Retailleau,—,31 Le Pen,5,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,36,Harris,19 mai,1 217,1,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Le Pen"", ""url"": ""https://fr.wikipedia.org/wiki/Marine_Le_Pen""}]",—,14,3,3,10 Glucksmann,21 Philippe,21 Philippe,—,13 Retailleau,—,30 Bardella,5,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,37,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,,,,,,,,,,,,,"[{""label"": ""Glucksmann"", ""url"": ""https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Glucksmann""}, {""label"": ""Philippe"", ""url"": ""https://fr.wikipedia.org/wiki/%C3%89douard_Philippe""}, {""label"": ""Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""Bardella"", ""url"": ""https://fr.wikipedia.org/wiki/Jordan_Bardella""}]",Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,Bruno Retailleau est élu président des Républicains (18 mai 2025).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liste de sondages sur l'élection présidentielle française de 2027,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027,presidentielle_2027,1,Année 2025,38,Ifop[e],29-30 avril,1 838,05,,,,,,,,,,,,,"[{""label"": ""Bruno Retailleau"", ""url"": ""https://fr.wikipedia.org/wiki/Bruno_Retailleau""}, {""label"": ""élu"", ""url"": ""https://fr.wikipedia.org/wiki/Congr%C3%A8s_des_R%C3%A9publicains_de_2025""}, {""label"": ""Républicains"", ""url"": ""https://fr.wikipedia.org/wiki/Les_R%C3%A9publicains""}]",—,10,2,4,10 Glucksmann,21 Philippe,21 Philippe,—,9 Retailleau,2,32 Le Pen,4,"5,5 Ruffin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
