poll_id,round,scenario_name,polling_company,candidate_name,raw_text_context,estimate_percent_original,estimate_percent_corrected,scenario_total_before,scenario_total_after,percentage_correction_applied,percentage_correction_reason,parse_status,parse_error
RAW-FR-IFOP-03-027,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Olivier Faure,Ifop,Éric Zemmour,45,45.0,4.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-03-027,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Olivier Faure,Ifop,Autres,—,,,181.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-027,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Olivier Faure,Ifop,Unnamed: 17_level_1,,,,181.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-028,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Ifop,Philippe Poutou,—,,,172.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-028,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Ifop,Fabien Roussel,35,35.0,3.5,172.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-03-028,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Ifop,Marine Tondelier,—,,,172.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-028,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Ifop,Édouard Philippe,16 Philippe,16.0,,172.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-03-028,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Ifop,Éric Zemmour,45,45.0,4.5,172.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-03-028,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Ifop,Autres,—,,,172.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-028,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Ifop,Unnamed: 17_level_1,,,,172.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-029,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Raphaël Glucksmann,Ifop,Philippe Poutou,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-029,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Raphaël Glucksmann,Ifop,Marine Tondelier,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-029,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Raphaël Glucksmann,Ifop,Édouard Philippe,16 Philippe,16.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-03-029,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Raphaël Glucksmann,Ifop,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-029,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Raphaël Glucksmann,Ifop,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-034,first_round,Hypothèse Jordan Bardella,Ifop,Philippe Poutou,—,,,203.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-034,first_round,Hypothèse Jordan Bardella,Ifop,Fabien Roussel,35,35.0,3.5,203.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-03-034,first_round,Hypothèse Jordan Bardella,Ifop,Marine Tondelier,45,45.0,4.5,203.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-03-034,first_round,Hypothèse Jordan Bardella,Ifop,Édouard Philippe,21 Philippe,21.0,,203.5,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-03-034,first_round,Hypothèse Jordan Bardella,Ifop,Villepin,—,,,203.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-034,first_round,Hypothèse Jordan Bardella,Ifop,Éric Zemmour,35,35.0,3.5,203.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-03-034,first_round,Hypothèse Jordan Bardella,Ifop,Autres,—,,,203.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-034,first_round,Hypothèse Jordan Bardella,Ifop,Unnamed: 17_level_1,,,,203.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-035,first_round,Hypothèse Marine Le Pen,Ifop,Philippe Poutou,—,,,221.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-035,first_round,Hypothèse Marine Le Pen,Ifop,Jean-Luc Mélenchon,135,135.0,13.5,221.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-03-035,first_round,Hypothèse Marine Le Pen,Ifop,Édouard Philippe,21 Philippe,21.0,,221.5,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-03-035,first_round,Hypothèse Marine Le Pen,Ifop,Villepin,—,,,221.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-035,first_round,Hypothèse Marine Le Pen,Ifop,Autres,—,,,221.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP-03-035,first_round,Hypothèse Marine Le Pen,Ifop,Unnamed: 17_level_1,,,,221.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-036,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Harris Interactive,Philippe Poutou,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-036,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Harris Interactive,Gabriel Attal,15 Attal,15.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS-INTERACTIVE-03-036,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Harris Interactive,Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-036,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Harris Interactive,Nicolas Dupont-Aignan,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-036,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Harris Interactive,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-036,first_round,Hypothèse Gabriel Attal / Marine Le Pen,Harris Interactive,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-037,first_round,Hypothèse Gabriel Attal / Jordan Bardella,Harris Interactive,Philippe Poutou,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-037,first_round,Hypothèse Gabriel Attal / Jordan Bardella,Harris Interactive,Gabriel Attal,15 Attal,15.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS-INTERACTIVE-03-037,first_round,Hypothèse Gabriel Attal / Jordan Bardella,Harris Interactive,Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-037,first_round,Hypothèse Gabriel Attal / Jordan Bardella,Harris Interactive,Nicolas Dupont-Aignan,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-037,first_round,Hypothèse Gabriel Attal / Jordan Bardella,Harris Interactive,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-037,first_round,Hypothèse Gabriel Attal / Jordan Bardella,Harris Interactive,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-038,first_round,Hypothèse Édouard Philippe / Marine Le Pen,Harris Interactive,Philippe Poutou,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-038,first_round,Hypothèse Édouard Philippe / Marine Le Pen,Harris Interactive,Édouard Philippe,21 Philippe,21.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS-INTERACTIVE-03-038,first_round,Hypothèse Édouard Philippe / Marine Le Pen,Harris Interactive,Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-038,first_round,Hypothèse Édouard Philippe / Marine Le Pen,Harris Interactive,Nicolas Dupont-Aignan,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-038,first_round,Hypothèse Édouard Philippe / Marine Le Pen,Harris Interactive,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-038,first_round,Hypothèse Édouard Philippe / Marine Le Pen,Harris Interactive,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-039,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Harris Interactive,Philippe Poutou,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-039,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Harris Interactive,Édouard Philippe,21 Philippe,21.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS-INTERACTIVE-03-039,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Harris Interactive,Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-039,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Harris Interactive,Nicolas Dupont-Aignan,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-039,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Harris Interactive,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-039,first_round,Hypothèse Édouard Philippe / Jordan Bardella,Harris Interactive,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP[F]-03-041,first_round,Hypothèse Bruno Retailleau,Ifop[f],Arlette Arthaud,05,5.0,0.5,104.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP[F]-03-041,first_round,Hypothèse Bruno Retailleau,Ifop[f],Philippe Poutou,—,,,104.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-041,first_round,Hypothèse Bruno Retailleau,Ifop[f],Édouard Philippe,21 Philippe,21.0,,104.5,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP[F]-03-041,first_round,Hypothèse Bruno Retailleau,Ifop[f],Villepin,—,,,104.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-041,first_round,Hypothèse Bruno Retailleau,Ifop[f],Unnamed: 17_level_1,,,,104.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-042,first_round,Hypothèse Laurent Wauquiez,Ifop[f],Philippe Poutou,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP[F]-03-042,first_round,Hypothèse Laurent Wauquiez,Ifop[f],Édouard Philippe,23 Philippe,23.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP[F]-03-042,first_round,Hypothèse Laurent Wauquiez,Ifop[f],Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP[F]-03-042,first_round,Hypothèse Laurent Wauquiez,Ifop[f],Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP[F]-03-043,first_round,Hypothèse Édouard Philippe / Gabriel Attal / Raphaël Glucksmann,Ifop[f],Philippe Poutou,—,,,145.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-043,first_round,Hypothèse Édouard Philippe / Gabriel Attal / Raphaël Glucksmann,Ifop[f],Fabien Roussel,25,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP[F]-03-043,first_round,Hypothèse Édouard Philippe / Gabriel Attal / Raphaël Glucksmann,Ifop[f],Nicolas Dupont-Aignan,25,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP[F]-03-043,first_round,Hypothèse Édouard Philippe / Gabriel Attal / Raphaël Glucksmann,Ifop[f],Unnamed: 17_level_1,,,,145.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-044,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Philippe Poutou,—,,,145.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-044,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Fabien Roussel,25,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP[F]-03-044,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Marine Tondelier,25,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP[F]-03-044,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Édouard Philippe,22 Philippe,22.0,,145.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP[F]-03-044,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Villepin,—,,,145.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-044,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Unnamed: 17_level_1,,,,145.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-045,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / François Ruffin,Ifop[f],Philippe Poutou,—,,,145.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-045,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / François Ruffin,Ifop[f],Fabien Roussel,25,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP[F]-03-045,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / François Ruffin,Ifop[f],Édouard Philippe,24 Philippe,24.0,,145.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP[F]-03-045,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / François Ruffin,Ifop[f],Villepin,—,,,145.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-045,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / François Ruffin,Ifop[f],Nicolas Dupont-Aignan,25,25.0,2.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP[F]-03-045,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / François Ruffin,Ifop[f],Unnamed: 17_level_1,,,,145.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-046,first_round,Hypothèse Gabriel Attal / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Philippe Poutou,—,,,122.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-046,first_round,Hypothèse Gabriel Attal / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Fabien Roussel,25,25.0,2.5,122.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP[F]-03-046,first_round,Hypothèse Gabriel Attal / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Gabriel Attal,14 Attal,14.0,,122.5,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP[F]-03-046,first_round,Hypothèse Gabriel Attal / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Villepin,—,,,122.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-046,first_round,Hypothèse Gabriel Attal / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Unnamed: 17_level_1,,,,122.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-047,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Arlette Arthaud,15,15.0,1.5,136.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP[F]-03-047,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Philippe Poutou,—,,,136.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-047,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Fabien Roussel,—,,,136.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-047,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Marine Tondelier,—,,,136.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-047,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Édouard Philippe,22 Philippe,22.0,,136.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP[F]-03-047,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Villepin,—,,,136.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-047,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Nicolas Dupont-Aignan,25,25.0,2.5,136.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP[F]-03-047,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Autres,—,,,136.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-047,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Bruno Retailleau,Ifop[f],Unnamed: 17_level_1,,,,136.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-IFOP[F]-03-048,first_round,Hypothèse Édouard Philippe / Bruno Retailleau / François Ruffin,Ifop[f],Philippe Poutou,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP[F]-03-048,first_round,Hypothèse Édouard Philippe / Bruno Retailleau / François Ruffin,Ifop[f],Fabien Roussel,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP[F]-03-048,first_round,Hypothèse Édouard Philippe / Bruno Retailleau / François Ruffin,Ifop[f],Marine Tondelier,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP[F]-03-048,first_round,Hypothèse Édouard Philippe / Bruno Retailleau / François Ruffin,Ifop[f],Candidat PS / PP,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP[F]-03-048,first_round,Hypothèse Édouard Philippe / Bruno Retailleau / François Ruffin,Ifop[f],Édouard Philippe,26 Philippe,26.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP[F]-03-048,first_round,Hypothèse Édouard Philippe / Bruno Retailleau / François Ruffin,Ifop[f],Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP[F]-03-048,first_round,Hypothèse Édouard Philippe / Bruno Retailleau / François Ruffin,Ifop[f],Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS[G]-03-049,first_round,Hypothèse Fabien Roussel,Harris[g],Philippe Poutou,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS[G]-03-049,first_round,Hypothèse Fabien Roussel,Harris[g],Fabien Roussel,26[h],26.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS[G]-03-049,first_round,Hypothèse Fabien Roussel,Harris[g],Marine Tondelier,26[h],26.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS[G]-03-049,first_round,Hypothèse Fabien Roussel,Harris[g],Candidat PS / PP,26[h],26.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS[G]-03-049,first_round,Hypothèse Fabien Roussel,Harris[g],Candidat EPR,19,19.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS[G]-03-049,first_round,Hypothèse Fabien Roussel,Harris[g],Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS[G]-03-049,first_round,Hypothèse Fabien Roussel,Harris[g],Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS[G]-03-050,first_round,Hypothèse Jean-Luc Mélenchon,Harris[g],Philippe Poutou,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS[G]-03-050,first_round,Hypothèse Jean-Luc Mélenchon,Harris[g],Marine Tondelier,20[h],20.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS[G]-03-050,first_round,Hypothèse Jean-Luc Mélenchon,Harris[g],Candidat PS / PP,20[h],20.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS[G]-03-050,first_round,Hypothèse Jean-Luc Mélenchon,Harris[g],Candidat EPR,18,18.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS[G]-03-050,first_round,Hypothèse Jean-Luc Mélenchon,Harris[g],Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS[G]-03-050,first_round,Hypothèse Jean-Luc Mélenchon,Harris[g],Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS[G]-03-051,first_round,Hypothèse Fabien Roussel,Harris[g],Philippe Poutou,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS[G]-03-051,first_round,Hypothèse Fabien Roussel,Harris[g],Fabien Roussel,16[j],16.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS[G]-03-051,first_round,Hypothèse Fabien Roussel,Harris[g],Marine Tondelier,16[j],16.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS[G]-03-051,first_round,Hypothèse Fabien Roussel,Harris[g],Candidat EPR,17,17.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS[G]-03-051,first_round,Hypothèse Fabien Roussel,Harris[g],Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS[G]-03-051,first_round,Hypothèse Fabien Roussel,Harris[g],Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-ODOXA-03-052,first_round,Hypothèse Jordan Bardella,Odoxa,Édouard Philippe,20 Philippe,20.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-ODOXA-03-052,first_round,Hypothèse Jordan Bardella,Odoxa,Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-ODOXA-03-052,first_round,Hypothèse Jordan Bardella,Odoxa,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-ODOXA-03-052,first_round,Hypothèse Jordan Bardella,Odoxa,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-ODOXA-03-053,first_round,Hypothèse Marine Le Pen,Odoxa,Édouard Philippe,"20,5 Philippe",20.5,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-ODOXA-03-053,first_round,Hypothèse Marine Le Pen,Odoxa,Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-ODOXA-03-053,first_round,Hypothèse Marine Le Pen,Odoxa,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-ODOXA-03-053,first_round,Hypothèse Marine Le Pen,Odoxa,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-ELABE-03-055,first_round,Hypothèse Gabriel Attal / Jordan Bardella / Olivier Faure,Elabe,Arlette Arthaud,15,15.0,1.5,298.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-055,first_round,Hypothèse Gabriel Attal / Jordan Bardella / Olivier Faure,Elabe,Jean-Luc Mélenchon,105,105.0,10.5,298.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-055,first_round,Hypothèse Gabriel Attal / Jordan Bardella / Olivier Faure,Elabe,Fabien Roussel,55,55.0,5.5,298.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-055,first_round,Hypothèse Gabriel Attal / Jordan Bardella / Olivier Faure,Elabe,Marine Tondelier,45,45.0,4.5,298.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-055,first_round,Hypothèse Gabriel Attal / Jordan Bardella / Olivier Faure,Elabe,Gabriel Attal,18 Attal,18.0,,298.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-ELABE-03-055,first_round,Hypothèse Gabriel Attal / Jordan Bardella / Olivier Faure,Elabe,Autres,—,,,298.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-055,first_round,Hypothèse Gabriel Attal / Jordan Bardella / Olivier Faure,Elabe,Unnamed: 17_level_1,,,,298.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-056,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Elabe,Philippe Poutou,15,15.0,1.5,293.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-056,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Elabe,Jean-Luc Mélenchon,95,95.0,9.5,293.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-056,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Elabe,Fabien Roussel,45,45.0,4.5,293.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-056,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Elabe,Marine Tondelier,35,35.0,3.5,293.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-056,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Elabe,Édouard Philippe,"20,5 Philippe",20.5,,293.5,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
