poll_id,round,scenario_name,polling_company,candidate_name,raw_text_context,estimate_percent_original,estimate_percent_corrected,scenario_total_before,scenario_total_after,percentage_correction_applied,percentage_correction_reason,parse_status,parse_error
RAW-FR-ELABE-03-056,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Elabe,Villepin,25,25.0,2.5,293.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-056,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Elabe,Autres,—,,,293.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-056,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Raphaël Glucksmann,Elabe,Unnamed: 17_level_1,,,,293.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-057,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Bruno Retailleau,Elabe,Philippe Poutou,15,15.0,1.5,185.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-057,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Bruno Retailleau,Elabe,Fabien Roussel,55,55.0,5.5,185.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-057,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Bruno Retailleau,Elabe,Édouard Philippe,23 Philippe,23.0,,185.5,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-ELABE-03-057,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Bruno Retailleau,Elabe,Villepin,—,,,185.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-057,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Bruno Retailleau,Elabe,Nicolas Dupont-Aignan,25,25.0,2.5,185.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-057,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Bruno Retailleau,Elabe,Autres,—,,,185.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-057,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Bruno Retailleau,Elabe,Unnamed: 17_level_1,,,,185.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-058,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Bruno Retailleau,Elabe,Fabien Roussel,55,55.0,5.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-058,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Bruno Retailleau,Elabe,Gabriel Attal,18 Attal,18.0,,181.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-ELABE-03-058,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Bruno Retailleau,Elabe,Villepin,—,,,181.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-058,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Bruno Retailleau,Elabe,Éric Zemmour,35,35.0,3.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-058,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Bruno Retailleau,Elabe,Autres,—,,,181.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-058,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Bruno Retailleau,Elabe,Unnamed: 17_level_1,,,,181.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-059,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Raphaël Glucksmann,Elabe,Arlette Arthaud,05,5.0,0.5,221.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-059,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Raphaël Glucksmann,Elabe,Jean-Luc Mélenchon,95,95.0,9.5,221.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-059,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Raphaël Glucksmann,Elabe,Édouard Philippe,24 Philippe,24.0,,221.5,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-ELABE-03-059,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Raphaël Glucksmann,Elabe,Villepin,—,,,221.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-059,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Raphaël Glucksmann,Elabe,Éric Zemmour,35,35.0,3.5,221.5,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-059,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Raphaël Glucksmann,Elabe,Autres,—,,,221.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-059,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Raphaël Glucksmann,Elabe,Unnamed: 17_level_1,,,,221.5,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-060,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Bruno Retailleau,Elabe,Marine Tondelier,55,55.0,5.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-060,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Bruno Retailleau,Elabe,Édouard Philippe,"23,5 Philippe",23.5,,181.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-ELABE-03-060,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Bruno Retailleau,Elabe,Villepin,—,,,181.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-060,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Bruno Retailleau,Elabe,Éric Zemmour,35,35.0,3.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-ELABE-03-060,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Bruno Retailleau,Elabe,Autres,—,,,181.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-ELABE-03-060,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Bruno Retailleau,Elabe,Unnamed: 17_level_1,,,,181.0,100.0,False,scenario_total_aberrant,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-061,first_round,Hypothèse Laurent Wauquiez,Harris Interactive,Édouard Philippe,25 Philippe,25.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS-INTERACTIVE-03-061,first_round,Hypothèse Laurent Wauquiez,Harris Interactive,Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-061,first_round,Hypothèse Laurent Wauquiez,Harris Interactive,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-061,first_round,Hypothèse Laurent Wauquiez,Harris Interactive,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-062,first_round,Hypothèse Bruno Retailleau,Harris Interactive,Édouard Philippe,23 Philippe,23.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS-INTERACTIVE-03-062,first_round,Hypothèse Bruno Retailleau,Harris Interactive,Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-062,first_round,Hypothèse Bruno Retailleau,Harris Interactive,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-03-062,first_round,Hypothèse Bruno Retailleau,Harris Interactive,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-064,first_round,Hypothèse Édouard Philippe / Bruno Retailleau / Olivier Faure,Ifop,Édouard Philippe,21 Philippe,21.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-03-064,first_round,Hypothèse Édouard Philippe / Bruno Retailleau / Olivier Faure,Ifop,Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-064,first_round,Hypothèse Édouard Philippe / Bruno Retailleau / Olivier Faure,Ifop,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-064,first_round,Hypothèse Édouard Philippe / Bruno Retailleau / Olivier Faure,Ifop,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-065,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Laurent Wauquiez,Ifop,Édouard Philippe,20 Philippe,20.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-03-065,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Laurent Wauquiez,Ifop,Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-065,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Laurent Wauquiez,Ifop,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-065,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann / Laurent Wauquiez,Ifop,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-066,first_round,Hypothèse Édouard Philippe / Olivier Faure / Laurent Wauquiez,Ifop,Édouard Philippe,25 Philippe,25.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-03-066,first_round,Hypothèse Édouard Philippe / Olivier Faure / Laurent Wauquiez,Ifop,Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-066,first_round,Hypothèse Édouard Philippe / Olivier Faure / Laurent Wauquiez,Ifop,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-066,first_round,Hypothèse Édouard Philippe / Olivier Faure / Laurent Wauquiez,Ifop,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-067,first_round,Hypothèse Gabriel Attal / Olivier Faure / Laurent Wauquiez,Ifop,Gabriel Attal,20 Attal,20.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-03-067,first_round,Hypothèse Gabriel Attal / Olivier Faure / Laurent Wauquiez,Ifop,Villepin,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-067,first_round,Hypothèse Gabriel Attal / Olivier Faure / Laurent Wauquiez,Ifop,Autres,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-03-067,first_round,Hypothèse Gabriel Attal / Olivier Faure / Laurent Wauquiez,Ifop,Unnamed: 17_level_1,,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-04-004,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Olivier Faure,Ifop,Philippe Poutou,05,5.0,0.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-004,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Olivier Faure,Ifop,Marine Tondelier,45,45.0,4.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-004,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Olivier Faure,Ifop,Gabriel Attal,20 Attal,20.0,,145.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-005,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Olivier Faure,Ifop,Arlette Arthaud,05,5.0,0.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-005,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Olivier Faure,Ifop,Philippe Poutou,05,5.0,0.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-005,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Olivier Faure,Ifop,Marine Tondelier,45,45.0,4.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-005,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Olivier Faure,Ifop,Édouard Philippe,25 Philippe,25.0,,181.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-005,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Olivier Faure,Ifop,Nicolas Dupont-Aignan,35,35.0,3.5,181.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-006,first_round,Hypothèse Édouard Philippe / Marine Le Pen / François Hollande,Ifop,Philippe Poutou,05,5.0,0.5,118.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-006,first_round,Hypothèse Édouard Philippe / Marine Le Pen / François Hollande,Ifop,Édouard Philippe,24 Philippe,24.0,,118.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-006,first_round,Hypothèse Édouard Philippe / Marine Le Pen / François Hollande,Ifop,Jean Lassalle,15,15.0,1.5,118.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-007,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Olivier Faure,Ifop,Philippe Poutou,05,5.0,0.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-007,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Olivier Faure,Ifop,Édouard Philippe,26 Philippe,26.0,,208.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-007,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Olivier Faure,Ifop,Laurent Wauquiez,65,65.0,6.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-007,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Olivier Faure,Ifop,Jean Lassalle,15,15.0,1.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-007,first_round,Hypothèse Édouard Philippe / Jordan Bardella / Olivier Faure,Ifop,Nicolas Dupont-Aignan,35,35.0,3.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-OPINIONWAY-04-008,first_round,Hypothèse Marine Le Pen / Raphaël Glucksmann / Laurent Wauquiez,OpinionWay,Édouard Philippe,26 Philippe,26.0,,101.0,101.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-OPINIONWAY-04-008,first_round,Hypothèse Marine Le Pen / Raphaël Glucksmann / Laurent Wauquiez,OpinionWay,Jean Lassalle,—,,,101.0,101.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-008,first_round,Hypothèse Marine Le Pen / Raphaël Glucksmann / Laurent Wauquiez,OpinionWay,Nicolas Dupont-Aignan,—,,,101.0,101.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-009,first_round,Hypothèse Marine Le Pen / Marine Tondelier / Olivier Faure,OpinionWay,Fabien Roussel,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-009,first_round,Hypothèse Marine Le Pen / Marine Tondelier / Olivier Faure,OpinionWay,Olivier Faure,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-009,first_round,Hypothèse Marine Le Pen / Marine Tondelier / Olivier Faure,OpinionWay,Marine Tondelier,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-009,first_round,Hypothèse Marine Le Pen / Marine Tondelier / Olivier Faure,OpinionWay,Édouard Philippe,31 Philippe,31.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-OPINIONWAY-04-009,first_round,Hypothèse Marine Le Pen / Marine Tondelier / Olivier Faure,OpinionWay,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-009,first_round,Hypothèse Marine Le Pen / Marine Tondelier / Olivier Faure,OpinionWay,Nicolas Dupont-Aignan,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-010,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Raphaël Glucksmann,OpinionWay,Jean Lassalle,—,,,101.0,101.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-010,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Raphaël Glucksmann,OpinionWay,Nicolas Dupont-Aignan,—,,,101.0,101.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-011,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Marine Tondelier,OpinionWay,Fabien Roussel,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-011,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Marine Tondelier,OpinionWay,Olivier Faure,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-011,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Marine Tondelier,OpinionWay,Marine Tondelier,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-011,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Marine Tondelier,OpinionWay,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-011,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Marine Tondelier,OpinionWay,Nicolas Dupont-Aignan,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-012,first_round,Hypothèse Jordan Bardella / Raphaël Glucksmann / Laurent Wauquiez,OpinionWay,Édouard Philippe,28 Philippe,28.0,,101.0,101.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-OPINIONWAY-04-012,first_round,Hypothèse Jordan Bardella / Raphaël Glucksmann / Laurent Wauquiez,OpinionWay,Jean Lassalle,—,,,101.0,101.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-012,first_round,Hypothèse Jordan Bardella / Raphaël Glucksmann / Laurent Wauquiez,OpinionWay,Nicolas Dupont-Aignan,—,,,101.0,101.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-013,first_round,Hypothèse Marine Le Pen / Raphaël Glucksmann / Barnier,OpinionWay,Édouard Philippe,27 Philippe,27.0,,101.0,101.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-OPINIONWAY-04-013,first_round,Hypothèse Marine Le Pen / Raphaël Glucksmann / Barnier,OpinionWay,Jean Lassalle,—,,,101.0,101.0,False,unchanged,not_tested,
RAW-FR-OPINIONWAY-04-013,first_round,Hypothèse Marine Le Pen / Raphaël Glucksmann / Barnier,OpinionWay,Nicolas Dupont-Aignan,—,,,101.0,101.0,False,unchanged,not_tested,
RAW-FR-IFOP-04-014,first_round,Hypothèse Gabriel Attal / François Hollande,Ifop,Gabriel Attal,22 Attal,22.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-015,first_round,Hypothèse Gabriel Attal / Olivier Faure,Ifop,Gabriel Attal,24 Attal,24.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-016,first_round,Hypothèse Édouard Philippe / François Hollande,Ifop,Arlette Arthaud,05,5.0,0.5,190.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-016,first_round,Hypothèse Édouard Philippe / François Hollande,Ifop,Jean-Luc Mélenchon,95,95.0,9.5,190.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-016,first_round,Hypothèse Édouard Philippe / François Hollande,Ifop,Édouard Philippe,26 Philippe,26.0,,190.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-017,first_round,Hypothèse Édouard Philippe / Olivier Faure,Ifop,Philippe Poutou,15,15.0,1.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-017,first_round,Hypothèse Édouard Philippe / Olivier Faure,Ifop,Édouard Philippe,27 Philippe,27.0,,145.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-017,first_round,Hypothèse Édouard Philippe / Olivier Faure,Ifop,Éric Zemmour,35.0,35.0,3.5,145.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-HARRIS-INTERACTIVE-04-018,first_round,Hypothèse Gabriel Attal / Raphaël Glucksmann,Harris-Interactive,Gabriel Attal,20 Attal,20.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS-INTERACTIVE-04-018,first_round,Hypothèse Gabriel Attal / Raphaël Glucksmann,Harris-Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-04-019,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann,Harris-Interactive,Édouard Philippe,22 Philippe,22.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS-INTERACTIVE-04-019,first_round,Hypothèse Édouard Philippe / Raphaël Glucksmann,Harris-Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-04-020,first_round,Hypothèse Gabriel Attal / Olivier Faure,Harris-Interactive,Gabriel Attal,23 Attal,23.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS-INTERACTIVE-04-020,first_round,Hypothèse Gabriel Attal / Olivier Faure,Harris-Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-HARRIS-INTERACTIVE-04-021,first_round,Hypothèse Édouard Philippe / Olivier Faure,Harris-Interactive,Édouard Philippe,24 Philippe,24.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-HARRIS-INTERACTIVE-04-021,first_round,Hypothèse Édouard Philippe / Olivier Faure,Harris-Interactive,Jean Lassalle,—,,,100.0,100.0,False,unchanged,not_tested,
RAW-FR-IFOP-04-022,first_round,Hypothèse Gabriel Attal / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Gabriel Attal,20 Attal,20.0,,100.0,100.0,False,technical_duplicate_excluded,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-023,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Arlette Arthaud,15,15.0,1.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-023,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Philippe Poutou,15,15.0,1.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-023,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Fabien Roussel,45,45.0,4.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-023,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Olivier Faure,45,45.0,4.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-023,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Édouard Philippe,24 Philippe,24.0,,208.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-024,first_round,Hypothèse Marine Le Pen / Jean-Luc Mélenchon / Olivier Faure,Ifop,Arlette Arthaud,15,15.0,1.5,190.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-024,first_round,Hypothèse Marine Le Pen / Jean-Luc Mélenchon / Olivier Faure,Ifop,Philippe Poutou,15,15.0,1.5,190.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-024,first_round,Hypothèse Marine Le Pen / Jean-Luc Mélenchon / Olivier Faure,Ifop,Olivier Faure,45,45.0,4.5,190.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-024,first_round,Hypothèse Marine Le Pen / Jean-Luc Mélenchon / Olivier Faure,Ifop,Marine Tondelier,25,25.0,2.5,190.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-024,first_round,Hypothèse Marine Le Pen / Jean-Luc Mélenchon / Olivier Faure,Ifop,Le Maire,14 Le Maire,14.0,,190.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-025,first_round,Hypothèse Marine Le Pen / Jean-Luc Mélenchon / Olivier Faure,Ifop,Philippe Poutou,15,15.0,1.5,298.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-025,first_round,Hypothèse Marine Le Pen / Jean-Luc Mélenchon / Olivier Faure,Ifop,Olivier Faure,55,55.0,5.5,298.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-025,first_round,Hypothèse Marine Le Pen / Jean-Luc Mélenchon / Olivier Faure,Ifop,Gérald Darmanin,12 Darmanin,12.0,,298.0,100.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-025,first_round,Hypothèse Marine Le Pen / Jean-Luc Mélenchon / Olivier Faure,Ifop,Laurent Wauquiez,85,85.0,8.5,298.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-025,first_round,Hypothèse Marine Le Pen / Jean-Luc Mélenchon / Olivier Faure,Ifop,Éric Zemmour,65.0,65.0,6.5,298.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-026,first_round,Hypothèse Édouard Philippe / Marine Le Pen / François Ruffin,Ifop,Arlette Arthaud,15,15.0,1.5,225.0,99.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-026,first_round,Hypothèse Édouard Philippe / Marine Le Pen / François Ruffin,Ifop,Olivier Faure,35,35.0,3.5,225.0,99.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-026,first_round,Hypothèse Édouard Philippe / Marine Le Pen / François Ruffin,Ifop,Édouard Philippe,25 Philippe,25.0,,225.0,99.0,False,scenario_total_aberrant,technical_duplicate,repeated HTML colspan cell retained for traceability
RAW-FR-IFOP-04-026,first_round,Hypothèse Édouard Philippe / Marine Le Pen / François Ruffin,Ifop,Nicolas Dupont-Aignan,25,25.0,2.5,225.0,99.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-026,first_round,Hypothèse Édouard Philippe / Marine Le Pen / François Ruffin,Ifop,Éric Zemmour,65.0,65.0,6.5,225.0,99.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-027,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Fabien Roussel,55,55.0,5.5,208.0,100.0,True,scenario_total_aberrant,parsed,
RAW-FR-IFOP-04-027,first_round,Hypothèse Édouard Philippe / Marine Le Pen / Jean-Luc Mélenchon,Ifop,Marine Tondelier,—,,,208.0,100.0,False,scenario_total_aberrant,not_tested,
